% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.505259590400e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
253 253 +1.268515396e+00 -3.492574436e+02 0000000000000000 +4.1282e+00 +9.6733e-01 +1.5667e+00 -3.7169e+00 +3.1985e+00 -1.0920e+00 +2.5896e+00 +2.4780e+00 +3.1391e+00 -2.6191e+00 +1.2289e+00 +1.2387e+00 +3.5929e-01 -1.8447e-01 -3.8911e+00 -1.4918e+00 +1.9749e+00 +1.7975e+00 -2.5625e+00 -3.9892e+00
274 274 +3.959061675e-01 -3.501300529e+02 0000000000000000 +3.9966e+00 +1.3831e+00 +1.3074e+00 -3.6609e+00 +2.9047e+00 -1.0349e+00 +2.4480e+00 +2.4526e+00 +2.8909e+00 -2.6927e+00 +1.2486e+00 +1.3305e+00 +5.2338e-01 -1.9829e-01 -3.7829e+00 -1.4314e+00 +1.8024e+00 +1.7470e+00 -2.7247e+00 -4.0488e+00
295 295 +1.750787885e-01 -3.503508803e+02 0000000000000000 +3.9044e+00 +1.3197e+00 +1.4558e+00 -3.8057e+00 +2.9440e+00 -1.0100e+00 +2.4576e+00 +2.5116e+00 +2.8766e+00 -2.7102e+00 +1.2620e+00 +1.4215e+00 +4.9291e-01 -1.6023e-01 -3.7215e+00 -1.3534e+00 +1.7819e+00 +1.6644e+00 -2.7376e+00 -3.8999e+00
316 316 +4.303612212e-02 -3.504829229e+02 0000000000000000 +3.8702e+00 +1.3882e+00 +1.4864e+00 -3.8391e+00 +2.8507e+00 -1.0043e+00 +2.4532e+00 +2.5881e+00 +2.8996e+00 -2.7691e+00 +1.2481e+00 +1.4671e+00 +5.3336e-01 -2.0018e-01 -3.6639e+00 -1.3396e+00 +1.7358e+00 +1.6233e+00 -2.7585e+00 -3.9238e+00
337 337 +1.201721028e-02 -3.505139418e+02 0000000000000000 +3.8475e+00 +1.4221e+00 +1.4948e+00 -3.8701e+00 +2.8284e+00 -9.9117e-01 +2.4472e+00 +2.5990e+00 +2.8789e+00 -2.7795e+00 +1.2450e+00 +1.4875e+00 +5.6403e-01 -1.9805e-01 -3.6100e+00 -1.3039e+00 +1.7134e+00 +1.5879e+00 -2.7580e+00 -3.8988e+00
358 358 +3.864270997e-03 -3.505220948e+02 0000000000000000 +3.8289e+00 +1.4291e+00 +1.5091e+00 -3.8807e+00 +2.8024e+00 -9.8967e-01 +2.4439e+00 +2.6298e+00 +2.8776e+00 -2.7918e+00 +1.2418e+00 +1.5004e+00 +5.5623e-01 -2.0467e-01 -3.5969e+00 -1.3130e+00 +1.6946e+00 +1.5823e+00 -2.7742e+00 -3.8964e+00
379 379 +1.945195927e-03 -3.505240138e+02 0000000000000000 +3.8304e+00 +1.4412e+00 +1.5128e+00 -3.8876e+00 +2.8002e+00 -9.8859e-01 +2.4425e+00 +2.6262e+00 +2.8789e+00 -2.7962e+00 +1.2427e+00 +1.5081e+00 +5.6860e-01 -2.0432e-01 -3.5897e+00 -1.2996e+00 +1.6986e+00 +1.5727e+00 -2.7683e+00 -3.8955e+00
400 400 +1.699117199e-03 -3.505242599e+02 0000000000000000 +3.8278e+00 +1.4398e+00 +1.5115e+00 -3.8880e+00 +2.7985e+00 -9.8669e-01 +2.4424e+00 +2.6289e+00 +2.8765e+00 -2.7947e+00 +1.2418e+00 +1.5064e+00 +5.6755e-01 -2.0445e-01 -3.5879e+00 -1.3013e+00 +1.6948e+00 +1.5732e+00 -2.7710e+00 -3.8942e+00
421 421 +5.784803832e-04 -3.505253806e+02 0000000000000000 +3.8242e+00 +1.4438e+00 +1.5153e+00 -3.8923e+00 +2.7926e+00 -9.8644e-01 +2.4421e+00 +2.6337e+00 +2.8756e+00 -2.7991e+00 +1.2414e+00 +1.5115e+00 +5.6953e-01 -2.0520e-01 -3.5815e+00 -1.2995e+00 +1.6913e+00 +1.5695e+00 -2.7716e+00 -3.8926e+00
442 442 +3.653179079e-04 -3.505255937e+02 0000000000000000 +3.8229e+00 +1.4453e+00 +1.5167e+00 -3.8940e+00 +2.7908e+00 -9.8519e-01 +2.4419e+00 +2.6352e+00 +2.8757e+00 -2.7996e+00 +1.2413e+00 +1.5125e+00 +5.7080e-01 -2.0556e-01 -3.5796e+00 -1.2985e+00 +1.6901e+00 +1.5677e+00 -2.7720e+00 -3.8923e+00
463 463 +3.383571309e-04 -3.505256207e+02 0000000000000000 +3.8227e+00 +1.4454e+00 +1.5168e+00 -3.8941e+00 +2.7905e+00 -9.8568e-01 +2.4419e+00 +2.6355e+00 +2.8754e+00 -2.8002e+00 +1.2413e+00 +1.5129e+00 +5.7066e-01 -2.0554e-01 -3.5791e+00 -1.2984e+00 +1.6899e+00 +1.5678e+00 -2.7720e+00 -3.8921e+00
505 505 +7.052578513e-05 -3.505258885e+02 0000000000000000 +3.8206e+00 +1.4476e+00 +1.5187e+00 -3.8967e+00 +2.7871e+00 -9.8457e-01 +2.4417e+00 +2.6382e+00 +2.8749e+00 -2.8021e+00 +1.2410e+00 +1.5156e+00 +5.7208e-01 -2.0609e-01 -3.5755e+00 -1.2974e+00 +1.6875e+00 +1.5654e+00 -2.7724e+00 -3.8911e+00
526 526 +1.922591338e-05 -3.505259398e+02 0000000000000000 +3.8194e+00 +1.4486e+00 +1.5198e+00 -3.8980e+00 +2.7857e+00 -9.8444e-01 +2.4417e+00 +2.6395e+00 +2.8747e+00 -2.8030e+00 +1.2409e+00 +1.5163e+00 +5.7295e-01 -2.0617e-01 -3.5738e+00 -1.2965e+00 +1.6868e+00 +1.5643e+00 -2.7726e+00 -3.8909e+00
547 547 +5.097558699e-06 -3.505259539e+02 0000000000000000 +3.8190e+00 +1.4490e+00 +1.5203e+00 -3.8985e+00 +2.7848e+00 -9.8413e-01 +2.4416e+00 +2.6401e+00 +2.8746e+00 -2.8035e+00 +1.2408e+00 +1.5171e+00 +5.7318e-01 -2.0629e-01 -3.5729e+00 -1.2964e+00 +1.6861e+00 +1.5638e+00 -2.7726e+00 -3.8906e+00
568 568 +1.632487113e-06 -3.505259574e+02 0000000000000000 +3.8187e+00 +1.4493e+00 +1.5205e+00 -3.8989e+00 +2.7845e+00 -9.8415e-01 +2.4417e+00 +2.6404e+00 +2.8745e+00 -2.8037e+00 +1.2408e+00 +1.5172e+00 +5.7343e-01 -2.0637e-01 -3.5725e+00 -1.2962e+00 +1.6859e+00 +1.5635e+00 -2.7728e+00 -3.8906e+00
577 576 +1.580750336e-06 -3.505259575e+02 0000000000000000 +3.8187e+00 +1.4493e+00 +1.5205e+00 -3.8989e+00 +2.7845e+00 -9.8415e-01 +2.4417e+00 +2.6404e+00 +2.8745e+00 -2.8037e+00 +1.2408e+00 +1.5172e+00 +5.7343e-01 -2.0637e-01 -3.5725e+00 -1.2962e+00 +1.6859e+00 +1.5635e+00 -2.7728e+00 -3.8906e+00
589 589 +8.058105436e-07 -3.505259582e+02 0000000000000000 +3.8186e+00 +1.4494e+00 +1.5206e+00 -3.8989e+00 +2.7843e+00 -9.8405e-01 +2.4416e+00 +2.6405e+00 +2.8745e+00 -2.8038e+00 +1.2408e+00 +1.5174e+00 +5.7345e-01 -2.0633e-01 -3.5724e+00 -1.2961e+00 +1.6858e+00 +1.5634e+00 -2.7727e+00 -3.8905e+00
598 597 +7.540738807e-07 -3.505259583e+02 0000000000000000 +3.8186e+00 +1.4494e+00 +1.5206e+00 -3.8989e+00 +2.7843e+00 -9.8405e-01 +2.4416e+00 +2.6405e+00 +2.8745e+00 -2.8038e+00 +1.2408e+00 +1.5174e+00 +5.7345e-01 -2.0633e-01 -3.5724e+00 -1.2961e+00 +1.6858e+00 +1.5634e+00 -2.7727e+00 -3.8905e+00
610 610 +6.776667760e-07 -3.505259584e+02 0000000000000000 +3.8186e+00 +1.4494e+00 +1.5206e+00 -3.8990e+00 +2.7843e+00 -9.8407e-01 +2.4416e+00 +2.6406e+00 +2.8744e+00 -2.8038e+00 +1.2408e+00 +1.5174e+00 +5.7347e-01 -2.0637e-01 -3.5723e+00 -1.2961e+00 +1.6858e+00 +1.5634e+00 -2.7728e+00 -3.8905e+00
619 618 +6.259288057e-07 -3.505259584e+02 0000000000000000 +3.8186e+00 +1.4494e+00 +1.5206e+00 -3.8990e+00 +2.7843e+00 -9.8407e-01 +2.4416e+00 +2.6406e+00 +2.8744e+00 -2.8038e+00 +1.2408e+00 +1.5174e+00 +5.7347e-01 -2.0637e-01 -3.5723e+00 -1.2961e+00 +1.6858e+00 +1.5634e+00 -2.7728e+00 -3.8905e+00
1602 1601 +6.096449852e-07 -3.505259584e+02 0000000000000000 +3.8186e+00 +1.4494e+00 +1.5206e+00 -3.8990e+00 +2.7843e+00 -9.8406e-01 +2.4416e+00 +2.6406e+00 +2.8744e+00 -2.8038e+00 +1.2408e+00 +1.5174e+00 +5.7347e-01 -2.0636e-01 -3.5723e+00 -1.2961e+00 +1.6858e+00 +1.5634e+00 -2.7728e+00 -3.8905e+00
1770 1770 +2.649022690e-07 -3.505259588e+02 0000000000000000 +3.8185e+00 +1.4494e+00 +1.5207e+00 -3.8991e+00 +2.7841e+00 -9.8401e-01 +2.4416e+00 +2.6407e+00 +2.8744e+00 -2.8038e+00 +1.2407e+00 +1.5175e+00 +5.7351e-01 -2.0636e-01 -3.5722e+00 -1.2960e+00 +1.6857e+00 +1.5633e+00 -2.7727e+00 -3.8904e+00
1791 1791 +1.766179594e-07 -3.505259589e+02 0000000000000000 +3.8184e+00 +1.4495e+00 +1.5207e+00 -3.8991e+00 +2.7841e+00 -9.8411e-01 +2.4416e+00 +2.6406e+00 +2.8744e+00 -2.8040e+00 +1.2408e+00 +1.5174e+00 +5.7351e-01 -2.0639e-01 -3.5721e+00 -1.2961e+00 +1.6856e+00 +1.5633e+00 -2.7729e+00 -3.8904e+00
1812 1812 +1.582467348e-07 -3.505259589e+02 0000000000000000 +3.8185e+00 +1.4495e+00 +1.5207e+00 -3.8991e+00 +2.7841e+00 -9.8403e-01 +2.4416e+00 +2.6406e+00 +2.8744e+00 -2.8039e+00 +1.2407e+00 +1.5175e+00 +5.7357e-01 -2.0640e-01 -3.5721e+00 -1.2961e+00 +1.6857e+00 +1.5633e+00 -2.7728e+00 -3.8904e+00
1855 1855 +1.510449010e-07 -3.505259589e+02 0000000000000000 +3.8185e+00 +1.4495e+00 +1.5207e+00 -3.8991e+00 +2.7841e+00 -9.8403e-01 +2.4416e+00 +2.6407e+00 +2.8744e+00 -2.8039e+00 +1.2408e+00 +1.5175e+00 +5.7352e-01 -2.0639e-01 -3.5721e+00 -1.2960e+00 +1.6857e+00 +1.5633e+00 -2.7728e+00 -3.8904e+00
1876 1876 +1.466319191e-07 -3.505259589e+02 0000000000000000 +3.8185e+00 +1.4495e+00 +1.5207e+00 -3.8991e+00 +2.7841e+00 -9.8403e-01 +2.4416e+00 +2.6407e+00 +2.8744e+00 -2.8039e+00 +1.2408e+00 +1.5175e+00 +5.7353e-01 -2.0639e-01 -3.5721e+00 -1.2961e+00 +1.6857e+00 +1.5633e+00 -2.7728e+00 -3.8904e+00
1897 1897 +1.383091899e-07 -3.505259589e+02 0000000000000000 +3.8185e+00 +1.4495e+00 +1.5207e+00 -3.8991e+00 +2.7841e+00 -9.8403e-01 +2.4416e+00 +2.6407e+00 +2.8744e+00 -2.8039e+00 +1.2408e+00 +1.5175e+00 +5.7354e-01 -2.0639e-01 -3.5721e+00 -1.2961e+00 +1.6857e+00 +1.5633e+00 -2.7728e+00 -3.8904e+00
1918 1918 +1.366437914e-07 -3.505259589e+02 0000000000000000 +3.8185e+00 +1.4495e+00 +1.5207e+00 -3.8991e+00 +2.7841e+00 -9.8403e-01 +2.4416e+00 +2.6407e+00 +2.8744e+00 -2.8039e+00 +1.2408e+00 +1.5175e+00 +5.7354e-01 -2.0638e-01 -3.5721e+00 -1.2961e+00 +1.6857e+00 +1.5633e+00 -2.7728e+00 -3.8904e+00
6815 6815 +1.323317633e-07 -3.505259589e+02 0000000000000000 +3.8185e+00 +1.4495e+00 +1.5207e+00 -3.8991e+00 +2.7841e+00 -9.8405e-01 +2.4416e+00 +2.6407e+00 +2.8744e+00 -2.8039e+00 +1.2408e+00 +1.5175e+00 +5.7355e-01 -2.0639e-01 -3.5721e+00 -1.2961e+00 +1.6857e+00 +1.5633e+00 -2.7728e+00 -3.8904e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.916800140800e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.045600772e+05 +5.589404241e+02 0990009009000009 +4.5926e+00 +2.0170e+00 -3.4870e+00 -5.5636e-01 +8.6123e-01 -2.2271e+00 -3.6379e+00 +2.0224e+00 -3.7945e+00 -2.2342e+00 +4.9075e+00 -3.8829e+00 -1.5874e+00 +1.6622e+00 +1.6060e+00 +3.8554e+00 -2.3864e+00 +2.7307e+00 +3.7157e+00 -4.6080e-01
2 1 +1.045600772e+05 +5.589404257e+02 0990009009000009 +4.5926e+00 +2.0170e+00 -3.4870e+00 -5.5636e-01 +8.6123e-01 -2.2271e+00 -3.6379e+00 +2.0224e+00 -3.7945e+00 -2.2342e+00 +4.9075e+00 -3.8829e+00 -1.5874e+00 +1.6622e+00 +1.6060e+00 +3.8554e+00 -2.3864e+00 +2.7307e+00 +3.7157e+00 -4.6080e-01
22 22 +6.876498430e+04 +4.444804032e+02 0990009009000009 +3.0284e+00 -8.8899e-01 -4.9924e+00 -5.0257e-01 +1.0868e+00 -1.7670e+00 -3.6065e+00 +2.2251e+00 -2.2174e+00 -9.3335e-01 +3.8858e+00 -4.1417e+00 +1.1524e+00 +3.1985e+00 +2.3504e+00 +1.0966e+00 -8.8335e-01 +1.6167e+00 +3.5576e+00 -9.8667e-01
43 43 +4.709225562e+04 +3.957933262e+02 0990009009000009 +1.0128e+00 -1.3699e+00 -4.7632e+00 -3.6279e-01 +1.2022e+00 -1.8746e+00 -3.6648e+00 +2.2093e+00 -1.9384e+00 +2.2178e-02 +1.6249e+00 -3.8144e+00 +1.6642e+00 +3.2809e+00 +2.8541e+00 +6.6902e-01 +7.6666e-01 +4.5992e-01 +4.9928e+00 -2.9393e+00
64 64 +3.895693885e+04 +3.871883702e+02 0990009009000009 +6.0715e-01 -1.8681e+00 -4.9988e+00 -3.3912e-01 +1.2505e+00 -1.8106e+00 -3.7035e+00 +2.2404e+00 -1.6380e+00 +2.5567e-01 +1.2173e+00 -3.9031e+00 +2.1246e+00 +3.6010e+00 +3.0592e+00 +1.7722e-01 +1.1904e+00 +1.0366e-01 +4.9432e+00 -3.2024e+00
85 85 +8.486596303e+03 +3.568582807e+02 0990009009000009 -1.4845e+00 -3.1135e+00 -4.9816e+00 +1.0260e-01 +1.6076e+00 -1.6156e+00 -3.5425e+00 +2.4259e+00 -5.3287e-01 +1.3303e+00 -5.2601e-01 -3.2413e+00 +3.3399e+00 +4.9930e+00 +3.3850e+00 -1.9122e+00 +3.0571e+00 -9.7145e-01 +4.9714e+00 -4.7197e+00
106 106 +7.216755760e+01 +2.638475717e+02 0000000000000000 -3.4584e+00 -2.6070e+00 -4.9758e+00 +5.8167e-01 +2.7362e+00 -7.0240e-01 -1.9455e+00 +3.4395e+00 +6.1430e-01 +9.9107e-01 +5.4703e-02 -4.7672e-01 +3.0870e+00 +4.7622e+00 +1.8955e+00 -1.9276e+00 +3.9439e+00 -1.7962e+00 +4.9359e+00 -4.0179e+00
127 127 +4.511222317e+01 +2.367922372e+02 0000000000000000 -3.4742e+00 -2.2258e+00 -4.9615e+00 +3.2908e-01 +3.0490e+00 -1.7153e+00 -2.4379e+00 +3.5797e+00 +2.8628e-01 +4.7070e-01 -3.9930e-01 +4.4789e-01 +2.5375e+00 +2.8250e+00 +1.4184e+00 -2.1387e+00 +3.2394e+00 -3.3900e+00 +4.8195e+00 -3.0367e+00
148 148 +1.815863848e+01 +2.098386526e+02 0000000000000000 -3.3630e+00 -2.1950e+00 -4.9303e+00 +1.3105e+00 +3.1289e+00 +1.3859e-01 -2.9464e+00 +3.5081e+00 +2.4310e-01 -8.9369e-01 -1.1114e-01 -3.0563e-01 +2.3633e+00 +4.1946e+00 +1.8383e+00 -1.5552e+00 +3.0417e+00 -3.1876e+00 +1.9851e+00 -2.9056e+00
169 169 +6.362765266e+00 +1.980427793e+02 0000000000000000 -3.2778e+00 -2.0680e+00 -3.5237e+00 +1.3478e+00 +3.4717e+00 +3.4275e-01 -2.6690e+00 +3.0057e+00 +6.1766e-01 -1.0376e+00 -1.6943e-01 +1.2221e+00 +1.6408e+00 +3.5058e+00 +1.4088e+00 -2.6891e+00 +2.4183e+00 -2.6643e+00 +2.4102e+00 -2.7359e+00
190 190 +3.012639648e+00 +1.946926537e+02 0000000000000000 -3.3834e+00 -1.8453e+00 -3.9245e+00 +1.4419e+00 +3.4029e+00 +6.7378e-01 -2.7930e+00 +3.2737e+00 +5.6084e-01 -1.5417e+00 +1.4142e-02 +1.3190e+00 +1.6687e+00 +2.9359e+00 +1.3234e+00 -2.2095e+00 +2.3289e+00 -3.0106e+00 +2.1096e+00 -2.6042e+00
211 211 +1.358162156e+00 +1.930381762e+02 0000000000000000 -3.2670e+00 -1.6421e+00 -3.7199e+00 +1.5161e+00 +3.7209e+00 +9.4041e-01 -2.9868e+00 +3.5570e+00 +6.9878e-01 -1.7850e+00 +9.7803e-02 +1.3162e+00 +1.6071e+00 +2.8690e+00 +1.1831e+00 -2.3237e+00 +2.4700e+00 -3.2482e+00 +1.7559e+00 -2.2706e+00
232 232 +3.336457573e-01 +1.920136598e+02 0000000000000000 -3.2562e+00 -1.7322e+00 -3.6700e+00 +1.5783e+00 +3.8236e+00 +1.0813e+00 -3.0597e+00 +3.4817e+00 +6.4821e-01 -2.1001e+00 -7.2712e-02 +1.6321e+00 +1.5566e+00 +2.8276e+00 +1.0789e+00 -2.2274e+00 +2.2619e+00 -3.1025e+00 +1.6341e+00 -2.2103e+00
253 253 +1.996029779e-01 +1.918796171e+02 0000000000000000 -3.1902e+00 -1.5736e+00 -3.6066e+00 +1.6484e+00 +3.8781e+00 +1.0952e+00 -3.0276e+00 +3.4789e+00 +6.3057e-01 -2.1607e+00 -3.8880e-02 +1.6332e+00 +1.4496e+00 +2.7923e+00 +1.1032e+00 -2.2789e+00 +2.2512e+00 -3.0883e+00 +1.6146e+00 -2.1693e+00
274 274 +4.648471508e-02 +1.917264988e+02 0000000000000000 -3.1632e+00 -1.6084e+00 -3.5705e+00 +1.6552e+00 +3.9128e+00 +1.1310e+00 -3.0780e+00 +3.4874e+00 +6.2286e-01 -2.2702e+00 -1.1132e-01 +1.7058e+00 +1.4262e+00 +2.7857e+00 +1.0598e+00 -2.2493e+00 +2.1906e+00 -3.0630e+00 +1.5278e+00 -2.1392e+00
295 295 +1.280461292e-02 +1.916928187e+02 0000000000000000 -3.1453e+00 -1.5941e+00 -3.5603e+00 +1.6799e+00 +3.9361e+00 +1.1462e+00 -3.0902e+00 +3.4874e+00 +6.1229e-01 -2.3276e+00 -1.2828e-01 +1.7452e+00 +1.4069e+00 +2.7800e+00 +1.0559e+00 -2.2428e+00 +2.1586e+00 -3.0385e+00 +1.4923e+00 -2.1239e+00
316 316 +4.112248027e-03 +1.916841263e+02 0000000000000000 -3.1352e+00 -1.5915e+00 -3.5462e+00 +1.6809e+00 +3.9445e+00 +1.1557e+00 -3.0930e+00 +3.4848e+00 +6.1126e-01 -2.3565e+00 -1.4541e-01 +1.7571e+00 +1.3886e+00 +2.7756e+00 +1.0497e+00 -2.2353e+00 +2.1454e+00 -3.0329e+00 +1.4752e+00 -2.1171e+00
337 337 +2.029552401e-03 +1.916820436e+02 0000000000000000 -3.1314e+00 -1.5872e+00 -3.5450e+00 +1.6914e+00 +3.9486e+00 +1.1571e+00 -3.1010e+00 +3.4884e+00 +6.0398e-01 -2.3646e+00 -1.4642e-01 +1.7683e+00 +1.3902e+00 +2.7753e+00 +1.0469e+00 -2.2387e+00 +2.1390e+00 -3.0271e+00 +1.4668e+00 -2.1145e+00
358 358 +1.665244646e-03 +1.916816793e+02 0000000000000000 -3.1308e+00 -1.5880e+00 -3.5442e+00 +1.6876e+00 +3.9506e+00 +1.1589e+00 -3.0975e+00 +3.4863e+00 +6.0891e-01 -2.3688e+00 -1.4881e-01 +1.7670e+00 +1.3860e+00 +2.7741e+00 +1.0484e+00 -2.2360e+00 +2.1379e+00 -3.0271e+00 +1.4659e+00 -2.1125e+00
400 400 +5.689100469e-04 +1.916805830e+02 0000000000000000 -3.1277e+00 -1.5865e+00 -3.5412e+00 +1.6907e+00 +3.9522e+00 +1.1601e+00 -3.1004e+00 +3.4870e+00 +6.0589e-01 -2.3769e+00 -1.5315e-01 +1.7720e+00 +1.3827e+00 +2.7739e+00 +1.0468e+00 -2.2349e+00 +2.1337e+00 -3.0243e+00 +1.4601e+00 -2.1114e+00
421 421 +3.662138565e-04 +1.916803803e+02 0000000000000000 -3.1267e+00 -1.5863e+00 -3.5405e+00 +1.6917e+00 +3.9534e+00 +1.1608e+00 -3.1010e+00 +3.4868e+00 +6.0559e-01 -2.3794e+00 -1.5415e-01 +1.7736e+00 +1.3819e+00 +2.7734e+00 +1.0465e+00 -2.2344e+00 +2.1319e+00 -3.0230e+00 +1.4581e+00 -2.1109e+00
442 442 +3.393602757e-04 +1.916803534e+02 0000000000000000 -3.1267e+00 -1.5861e+00 -3.5404e+00 +1.6917e+00 +3.9532e+00 +1.1607e+00 -3.1011e+00 +3.4871e+00 +6.0546e-01 -2.3800e+00 -1.5458e-01 +1.7739e+00 +1.3816e+00 +2.7736e+00 +1.0465e+00 -2.2345e+00 +2.1318e+00 -3.0228e+00 +1.4579e+00 -2.1107e+00
484 484 +1.066016002e-04 +1.916801207e+02 0000000000000000 -3.1251e+00 -1.5855e+00 -3.5391e+00 +1.6929e+00 +3.9545e+00 +1.1614e+00 -3.1020e+00 +3.4871e+00 +6.0490e-01 -2.3841e+00 -1.5660e-01 +1.7761e+00 +1.3798e+00 +2.7731e+00 +1.0462e+00 -2.2337e+00 +2.1295e+00 -3.0214e+00 +1.4550e+00 -2.1100e+00
